MUSICA,ARTISTA,LETRA
'como nossos pais','elis regina','ncao quero lhe falar meu grande amor das coisas que aprendi nos discos quero lhe contar como eu vivi e tudo o que aconteceu comigo viver ce melhor que sonhar eu sei que o amor ce uma coisa boa mas tambcem sei que qualquer canto ce menor do que a vida de qualquer pessoa por isso cuidado  meu bem hca perigo na esquina eles venceram e o sinal estca fechado pra ncos que somos jovens para abraccar seu irmcao e beijar sua menina na rua ce que se fez o seu bracco o seu lcabio e a sua voz vocce me pergunta pela minha paixcao digo que estou encantada como uma nova invencccao eu vou ficar nesta cidade ncao vou voltar pro sertcao pois vejo vir vindo no vento cheiro de nova estacccao eu sinto tudo na ferida viva do meu coracccao jca faz tempo eu vi vocce na rua cabelo ao vento gente jovem reunida na parede da memcoria essa lembrancca ce o quadro que dcoi mais minha dor ce perceber que apesar de termos feito tudo o que fizemos ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos como os nossos pais nossos cidolos ainda scao os mesmos e as aparcencias ncao enganam ncao vocce diz que depois deles ncao apareceu mais ningucem vocce pode atce dizer que eu tco por fora ou entcao que eu tco inventando mas ce vocce que ama o passado e que ncao vce ce vocce que ama o passado e que ncao vce que o novo sempre vem hoje eu sei que quem me deu a idceia de uma nova conscicencia e juventude tca em casa guardado por deus contando o vil metal minha dor ce perceber que apesar de termos feito tudo  tudo tudo o que fizemos ncos ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos como os nossos pais'
'scao jocao na rocca','luiz gonzaga','a fogueira ta queimando em homenagem a scao jocao o forrco jca comeccou vamos gente  rapa pce nesse salcao dancca joaquim com zabce luiz com yaica dancca janjcao com raque e eu com sinhca traz a cachacca mane  que eu quero ver quero ver paia avuar'
'o lecaozinho','caetano veloso','gosto muito de te ver  lecaozinho caminhando sob o sol gosto muito de vocce  lecaozinho para desentristecer  lecaozinho o meu coracccao tcao sco basta eu encontrar vocce no caminho um filhote de lecao  raio da manhca arrastando o meu olhar como um cimca o meu coracccao ce o sol  pai de toda cor quando ele lhe doura a pele ao lceu gosto de te ver ao sol  lecaozinho de te ver entrar no mar tua pele  tua luz  tua juba gosto de ficar ao sol  lecaozinho de molhar minha juba de estar perto de vocce e entrar no mar'
'nem um dia','djavan','um dia frio um bom lugar pra ler um livro e o pensamento lca em vocce eu sem vocce ncao vivo um dia triste toda fragilidade incide e o pensamento lca em vocce e tudo me divide um dia frio um bom lugar pra ler um livro e o pensamento lca em vocce eu sem vocce ncao vivo um dia triste toda fragilidade incide e o pensamento lca em vocce e tudo me divide longe da felicidade e todas as suas luzes te desejo como ao ar mais que tudo ces manhca na natureza das flores mesmo por toda riqueza dos sheiks carabes ncao te esquecerei um dia nem um dia espero com a forcca do pensamento recriar a luz que me trarca vocce e tudo nascerca mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris e tudo nascerca mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris um dia frio um bom lugar pra ler um livro e o pensamento lca em vocce eu sem vocce ncao vivo um dia triste toda fragilidade incide e o pensamento lca em vocce e tudo me divide mesmo por toda riqueza dos sheiks carabes ncao te esquecerei um dia nem um dia espero com a forcca do pensamento recriar a luz que me trarca vocce e tudo nascerca mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris e tudo nascerca mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris'
'gostava tanto de vocce','tim maia','ncao sei por que vocce se foi quantas saudades eu senti e de tristezas vou viver e aquele adeus ncao pude dar vocce marcou na minha vida viveu  morreu na minha histcoria chego a ter medo do futuro e da solidcao que em minha porta bate e eu gostava tanto de vocce gostava tanto de vocce eu corro  fujo desta sombra em sonho  vejo este passado e na parede do meu quarto ainda estca o seu retrato ncao quero ver pra ncao lembrar pensei atce em me mudar lugar qualquer que ncao exista o pensamento em vocce e eu gostava tanto de vocce gostava tanto de vocce ncao sei por que vocce se foi quantas saudades eu senti e de tristezas vou viver e aquele adeus ncao pude dar vocce marcou em minha vida viveu  morreu na minha histcoria chego a ter medo do futuro e da solidcao que em minha porta bate e eu gostava tanto de vocce gostava tanto de vocce eu corro  fujo desta sombra em sonho  vejo este passado e na parede do meu quarto ainda estca o seu retrato ncao quero ver pra ncao lembrar pensei atce em me mudar lugar qualquer que ncao exista o pensamento em vocce e eu gostava tanto de vocce gostava tanto de vocce eu gostava tanto de vocce eu gostava tanto de vocce eu gostava tanto de vocce'
'pagode russo','luiz gonzaga','ontem eu sonhei que estava em moscou danccando pagode russo na boate cossacou ontem eu sonhei que estava em moscou danccando pagode russo na boate cossacou parecia atce um frevo naquele cai e ncao cai parecia atce um frevo naquele vai e ncao vai parecia atce um frevo naquele cai e ncao cai parecia atce um frevo naquele vai e ncao vai vem cca cossaco  cossaco dancca agora na dancca do cossaco  ncao fica cossaco fora vem cca cossaco  cossaco dancca agora na dancca do cossaco  ncao fica cossaco fora'
'um amor puro','djavan','o que hca dentro do meu coracccao eu tenho guardado pra te dar e todas as horas que o tempo tem pra me conceder scao tuas atce morrer e a tua histcoria  eu ncao sei mas me diga sco o que for bom um amor tcao puro que ainda nem sabe a forcca que tem ce teu e de mais ningucem te adoro em tudo  tudo  tudo quero mais que tudo  tudo  tudo te amar sem limites viver uma grande histcoria aqui ou noutro lugar que pode ser feio ou bonito se ncos estivermos juntos haverca um cceu azul um amor puro ncao sabe a forcca que tem meu amor  eu juro ser teu e de mais ningucem um amor puro'
'telegrama','zeca baleiro','eu tava triste  tristinho mais sem gracca que a top model magrela na passarela eu tava sco  sozinho  mais solitcario que um paulistano que um canastrcao na hora que cai o pano tava mais bobo que banda de rock que um palhacco do circo vostok mas ontem eu recebi um telegrama era vocce de aracaju ou do alabama dizendo  ncego  sinta se feliz porque no mundo tem algucem que diz que muito te ama  que tanto te ama  que muito  muito te ama que tanto te ama  por isso hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portuguces da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portuguces da padaria mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  eu tava triste  tristinho  mais sem gracca que a top model magrela na passarela eu tava sco  sozinho  mais solitcario que um paulistano que um vilcao de filme mexicano tava mais bobo que banda de rock que um palhacco do circo vostok mas ontem eu recebi um telegrama era vocce de aracaju ou do alabama dizendo  nego sinta se feliz porque no mundo tem algucem que diz que muito te ama  que tanto te ama  que muito te ama  que tanto  tanto te ama  por isso hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portuguces da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portuguces da padaria me dce a mcao  vamos sair pra ver o sol  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portuguces da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portuguces da padaria mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  me dce a mcao  vamos sair pra ver o sol'
'gostoso demais','maria bethcania','tco com saudade de tu  meu desejo tco com saudade do beijo e do mel do teu olhar carinhoso do teu abracco gostoso de passear no teu cceu ce tcao difcicil ficar sem vocce o teu amor ce gostoso demais teu cheiro me dca prazer quando estou com vocce estou nos braccos da paz pensamento viaja e vai buscar meu bem querer ncao posso ser feliz  assim tem dco de mim o que ce que eu posso fazer'
'amor i love you','marisa monte','deixa eu dizer que te amo deixa eu pensar em vocce isso me acalma  me acolhe a alma isso me ajuda a viver hoje contei pras paredes coisas do meu coracccao passei no tempo  caminhei nas horas mais do que passo a paixcao ce um espelho sem razcao quer amor  fique aqui deixa eu dizer que te amo deixa eu gostar de vocce isso me acalma  me acolhe a alma isso me ajuda a viver hoje contei pras paredes coisas do meu coracccao passei no tempo  caminhei nas horas mais do que passo a paixcao ce o espelho sem razcao quer amor  fique aqui meu peito agora dispara vivo em constante alegria ce o amor que estca aqui amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you tinha suspirado  tinha beijado o papel devotamente  era a primeira vez que lhe escreviam aquelas sentimentalidades e o seu orgulho dilatava se ao calor amoroso que sacia delas como um corpo ressequido que se estira num banho tcepido sentia um acrcescimo de estima por si mesma e parecia lhe que entrava enfim numa existcencia superiormente interessante onde cada hora tinha o seu encanto diferente cada passo conduzia a um cextase e a alma se cobria de um luxo radioso de sensacccoes  amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you'
'velha infcancia','marisa monte','vocce ce assim um sonho pra mim e quando eu ncao te vejo eu penso em vocce desde o amanhecer atce quando eu me deito eu gosto de vocce e gosto de ficar com vocce meu riso ce tcao feliz contigo o meu melhor amigo ce o meu amor e a gente canta e a gente dancca e a gente ncao se cansa de ser criancca a gente brinca na nossa velha infcancia seus olhos  meu clarcao me guiam dentro da escuridcao seus pces me abrem o caminho eu sigo e nunca me sinto sco vocce ce assim um sonho pra mim quero te encher de beijos eu penso em vocce desde o amanhecer atce quando eu me deito eu gosto de vocce e gosto de ficar com vocce meu riso ce tcao feliz contigo o meu melhor amigo ce o meu amor e a gente canta e a gente dancca e a gente ncao se cansa de ser criancca a gente brinca na nossa velha infcancia seus olhos  meu clarcao me guiam dentro da escuridcao seus pces me abrem o caminho eu sigo e nunca me sinto sco vocce ce assim um sonho pra mim vocce ce assim vocce ce assim vocce ce assim  vocce ce assim um sonho pra mim e quando eu ncao te vejo penso em vocce desde o amanhecer atce quando me deito eu gosto de vocce eu gosto de ficar com vocce meu riso ce tcao feliz contigo o meu melhor amigo ce o meu amor '
'minha felicidade','roberta campos','quero ver o sol nascer de novo aqui pra despertar tudo aquilo que senti guardei por ncos nesse lugar vocce ce um pedacco em mim eu quero viver em teus braccos pra sempre pra sempre lembra aquele tempo  amor  onde a gente se encontrou foi ali que comeccou minha felicidade lembra aquele beijo  amor  quando a gente se encontrou foi assim que comeccou minha felicidade quero ver o sol nascer de novo aqui pra despertar tudo aquilo que senti guardei por ncos nesse lugar vocce ce um pedacco em mim eu quero viver em teus braccos pra sempre pra sempre lembra aquele tempo  amor  onde a gente se encontrou foi ali que comeccou minha felicidade lembra aquele beijo  amor  quando a gente se encontrou foi assim que comeccou minha felicidade eu  vocce  o sol  o mar e mais de mil paisagens pra testemunhar que eu seguiria muito bem a vida inteira sem me preocupar com a felicidade toda paisagem fica cinza sem vocce qualquer declaracccao de amor tcao sem por quce hoje ce por isso que agradecco ao cceu estar com vocce  estar com vocce hoje ce por isso que agradecco ao cceu a felicidade lembra aquele tempo  amor  quando a gente se encontrou foi ali que comeccou minha felicidade lembra aquele beijo  amor  quando a gente se encontrou foi assim que comeccou minha felicidade'
'maria  maria','milton nascimento','maria  maria ce um dom  uma certa magia uma forcca que nos alerta uma mulher que merece viver e amar como outra qualquer do planeta maria  maria ce o som  ce a cor  ce o suor ce a dose mais forte e lenta de uma gente que ri quando deve chorar e ncao vive  apenas aguenta mas ce preciso ter forcca ce preciso ter racca ce preciso ter gana sempre quem traz no corpo a marca maria  maria mistura a dor e a alegria mas ce preciso ter manha ce preciso ter gracca ce preciso ter sonho sempre quem traz na pele essa marca possui a estranha mania de ter fce na vida mas ce preciso ter forcca ce preciso ter racca ce preciso ter gana sempre quem traz no corpo a marca maria  maria mistura a dor e a alegria mas ce preciso ter manha ce preciso ter gracca ce preciso ter sonho sempre quem traz na pele essa marca possui a estranha mania de ter fce na vida ah  hei  ah  hei  ah  hei  ah  hei  ah  hei  ah  hei   lca lca lca lerererce lerererce lca lca lca lerererce lerererce hei  hei  hei  hei  ah  hei  ah  hei  ah  hei  ah  hei  ah  hei  ah  hei  lca lca lca lerererce lerererce  lca lca lca lerererce lerererce  mas ce preciso ter forcca ce preciso ter racca ce preciso ter gana sempre quem traz no corpo a marca maria  maria mistura a dor e a alegria mas ce preciso ter manha ce preciso ter gracca ce preciso ter sonho  sempre quem traz na pele essa marca possui a estranha mania de ter fce na vida ah  hei  ah  hei  ah  hei  ah  hei  ah  hei  ah  hei   lca lca lca lerererce lerererce lca lca lca lerererce lerererce hei  hei  hei  hei  ah  hei  ah  hei  ah  hei  ah  hei  ah  hei  ah  hei  lca lca lca lerererce lerererce  lca lca lca lerererce lerererce '
'santo antconio','maria bethcania','que seria de mim meu deus sem a fce em antconio a luz desceu do cceu clareando o encanto da espada espelhada em deus viva viva meu santo sacude que foge volta por outro caminho amor que se perde nasce outro no ninho maldade que vem e vai vira flor na alegria trezena de junho ce tempo sagrado na minha bahia antconio querido preciso do seu carinho se ando perdido mostre me novo caminho nas tuas pegadas claras trilho o meu destino estou nos teus braccos como se fosse deus menino'
'la belle de jour','alceu valencca','ah hei  ah hei  ah hei  ah  la belle de jour  ah hei  ah hei  ah hei  eu lembro da mocca bonita da praia de boa viagem e a mocca no meio da tarde de um domingo azul azul era belle de jour era a bela da tarde seus olhos azuis como a tarde na tarde de um domingo azul la belle de jour  eu lembro da mocca bonita da praia de boa viagem e a mocca no meio da tarde de um domingo azul azul era belle de jour era a bela da tarde seus olhos azuis como a tarde na tarde de um domingo azul la belle de jour  belle de jour  oh  oh  belle de jour  la belle de jour era a mocca mais linda de toda a cidade e foi justamente pra ela que eu escrevi o meu primeiro blues mas belle de jour no azul viajava seus olhos azuis como a tarde na tarde de um domingo azul la belle de jour  la belle de jour  eu lembro da mocca bonita da praia de boa viagem e a mocca no meio da tarde de um domingo azul azul era a belle de jour era a bela da tarde seus olhos azuis como a tarde na tarde de um domingo azul la belle de jour  eu lembro da mocca bonita da praia de boa viagem e a mocca no meio da tarde de um domingo azul azul era a belle de jour era a bela da tarde seus olhos azuis como a tarde na tarde de um domingo azul la belle de jour   belle de jour  oh  oh  belle de jour  la belle de jour era a mocca mais linda de toda a cidade e foi justamente pra ela que eu escrevi o meu primeiro blues mas belle de jour no azul viajava seus olhos azuis como a tarde na tarde de um domingo azul la belle de jour  ah hei  ah hei  ah hei  ah hei  ah hei  ah hei '
'talvez','ana vilela','estive pensando em escrever sobre os motivos pelos quais eu gosto tanto de vocce talvez seja sua risada exagerada ou esse jeito todo fofo de escrever talvez eu goste de vocce pelo sorriso que vocce dca quando atende o celular ou talvez seja pelo jeito que vocce me irrita falando sobre aquele livro lca a insistcencia pra eu torcer pelo seu time todo esse amor pelo gregcory e a clarice esse mal humor matinal que vocce tem ou essa camiseta azul do super man talvez eu nem precise de motivos pra amar vocce eu nunca precisei de muita coisa pra te querer eu sei ncao preciso de razcoes ou de motivos pra te amar e te querer aqui mas talvez eu te ame tanto assim apenas pelo jeito que vocce sorri eu sei que no final essa distcancia ncao vai importar porque vocce ce o algucem que eu escolhi pra amar e por mais que isso demore o tempo vai passar e por todos esses motivos eu vou te esperar e eu pensei tanto assim nesses motivos que acabei esquecendo de me lembrar que eu ncao preciso mesmo de nenhum pretexto ou qualquer razcao que me facca te amar porque eu sei que eu te amo desse jeito tudo assim perfeitamente imperfeito mas tudo bem se alguns motivos me ajudarem a te amar e te querer assim por inteiro como a insistcencia pra eu torcer pelo seu time todo esse amor pelo gregcory e a clarice esse mal humor matinal que vocce tem ou essa camiseta azul do super man talvez eu nem precise de motivos pra amar vocce eu nunca precisei de muita coisa pra te querer eu sei ncao preciso de razcoes ou de motivos pra te amar e te querer aqui mas talvez eu te ame tanto assim apenas pelo jeito que vocce sorri eu sei que no final essa distcancia ncao vai importar porque vocce ce o algucem que eu escolhi pra amar e por mais que isso demore o tempo vai passar e por todos esses motivos eu sei ncao preciso de razcoes ou de motivos pra te amar e te querer aqui mas talvez eu te ame tanto assim apenas pelo jeito que vocce sorri eu sei que no final essa distcancia ncao vai importar porque vocce ce o algucem que eu escolhi pra amar e por mais que isso demore o tempo vai passar e por todos esses motivos eu vou te esperar'
'oracccao','a banda mais bonita da cidade','meu amor  essa ce a cultima oracccao pra salvar seu coracccao coracccao ncao ce tcao simples quanto pensa nele cabe o que ncao cabe na despensa cabe o meu amor cabem trces vidas inteiras cabe uma penteadeira cabe ncos dois cabe atce o meu amor  essa ce a cultima oracccao pra salvar seu coracccao coracccao ncao ce tcao simples quanto pensa nele cabe o que ncao cabe na despensa cabe o meu amor cabem trces vidas inteiras cabe uma penteadeira cabe ncos dois cabe atce o meu amor  essa ce a cultima oracccao pra salvar seu coracccao coracccao ncao ce tcao simples quanto pensa nele cabe o que ncao cabe na despensa cabe o meu amor cabem trces vidas inteiras cabe uma penteadeira cabe essa oracccao'
'sinconimos','zce ramalho','quanto o tempo o coracccao leva pra saber que o sinconimo de amar ce sofrer no aroma de amores pode haver espinhos ce como ter mulheres e milhcoes e ser sozinho na solidcao de casa  descansar o sentido da vida  encontrar ningucem pode dizer onde a felicidade estca o amor ce feito de paixcoes e quando perde a razcao ncao sabe quem vai machucar quem ama nunca sente medo de contar os seus segredos sinconimo de amor ce amar quem revelarca o mistcerio que tem a fce e quantos segredos traz o coracccao de uma mulher como ce triste a tristeza mendigando um sorriso um cego procurando a luz na imensidcao do paraciso quem tem amor na vida  tem sorte quem na fraqueza sabe ser bem mais forte ningucem sabe dizer onde a felicidade estca o amor ce feito de paixcoes e quando perde a razcao ncao sabe quem vai machucar quem ama nunca sente medo de contar os seus segredos sinconimo de amor ce amar o amor ce feito de paixcoes e quando perde a razcao ncao sabe quem vai machucar quem ama nunca sente medo de contar os seus segredos sinconimo de amor ce amar sinconimo de amor ce amar sinconimo de amor ce amar o amor ce feito de paixcoes e quando perde a razcao ncao sabe quem vai machucar quem ama nunca sente medo de contar os seus segredos sinconimo de amor ce amar quem revelarca o mistcerio que tem a fce e quantos segredos traz o coracccao de uma mulher como ce triste a tristeza mendigando um sorriso um cego procurando a luz na imensidcao do paraciso o amor ce feito de paixcoes e quando perde a razcao ncao sabe quem vai machucar quem ama nunca sente medo de contar os seus segredos sinconino de amor ce amar'
'metade','oswaldo montenegro','que a forcca do medo que tenho ncao me impecca de ver o que anseio que a morte de tudo em que acredito ncao me tape os ouvidos e a boca porque metade de mim ce o que eu grito a outra metade ce silcencio que a mcusica que oucco ao longe seja linda ainda que tristeza que a mulher que amo seja pra sempre amada mesmo que distante pois metade de mim ce partida a outra metade ce saudade que as palavras que falo ncao sejam ouvidas como prece nem repetidas com fervor apenas respeitadas como a cunica coisa que resta a um homem inundado de sentimentos pois metade de mim ce o que oucco a outra metade ce o que calo que a minha vontade de ir embora se transforme na calma e na paz que merecco que a tenscao que me corrcoi por dentro seja um dia recompensada porque metade de mim ce o que penso a outra metade um vulccao que o medo da solidcao se afaste e o convcivio comigo mesmo se torne ao menos suportcavel que o espelho reflita meu rosto num doce sorriso que me lembro ter dado na infcancia pois metade de mim ce a lembrancca do que fui a outra metade ncao sei que ncao seja preciso mais do que uma simples alegria pra me fazer aquietar o espcirito e que o seu silcencio me fale cada vez mais pois metade de mim ce abrigo a outra metade ce cansacco que a arte me aponte uma resposta mesmo que ela mesma ncao saiba e que ningucem a tente complicar pois ce preciso simplicidade pra fazce la florescer pois metade de mim ce plateia a outra metade ce cancccao que a minha loucura seja perdoada pois metade de mim ce amor e a outra metade tambcem'
'espumas ao vento','fagner','sei que aci dentro ainda mora um pedacinho de mim um grande amor ncao se acaba assim feito espumas ao vento ncao ce coisa de momento  raiva passageira mania que dca e passa  feito brincadeira o amor deixa marcas que ncao dca pra apagar sei que errei  tco aqui pra te pedir perdcao cabecca doida  coracccao na mcao desejo pegando fogo e sem saber direito a hora e o que fazer eu ncao encontro uma palavra sco pra te dizer ai  se eu fosse vocce eu voltava pra mim de novo e de uma coisa fique certa  amor a porta vai estar sempre aberta  amor o meu olhar vai dar uma festa  amor na hora que vocce chegar e de uma coisa fique certa  amor a porta vai estar sempre aberta  amor o meu olhar vai dar uma festa  amor na hora que vocce chegar sei que errei  tco aqui pra te pedir perdcao cabecca doida  coracccao na mcao desejo pegando fogo e sem saber direito a hora e o que fazer eu ncao encontro uma palavra sco pra te dizer ah  se eu fosse vocce eu voltava pra mim de novo'
